date,shipments_volume,new_orders,capacity,vendor_lead_time,employment,avg_work_week,wages,inventory,prices_received,prices_paid,f_shipments_volume,f_new_orders,f_capacity,f_vendor_lead_time,f_employment,f_avg_work_week,f_wages,f_capex,f_prices_received,f_prices_paid,biz_climate,f_biz_climate,capex,f_inventory
1993-11-01,7,11,,,4,0.0,,,,,33,,,,2,3.0,,,,,,,,
1993-12-01,20,14,,,1,9.0,,,,,52,,,,5,15.0,,,,,,,,
1994-01-01,20,23,,,1,13.0,,,,,47,,,,-2,16.0,,,,,,,,
1994-02-01,7,11,,,-5,2.0,,,,,38,,,,-6,7.0,,,,,,,,
1994-03-01,26,25,,,3,8.0,,,,,36,,,,5,10.0,,,,,,,,
1994-04-01,21,20,,,3,8.0,,,,,30,,,,2,6.0,,,,,,,,
1994-05-01,21,23,,,8,10.0,,,,,35,,,,8,9.0,,,,,,,,
1994-06-01,25,33,,,-4,22.0,,,,,22,,,,-4,10.0,,,,,,,,
1994-07-01,17,26,,,7,17.0,,,,,34,,,,-5,4.0,,,,,,,,
1994-08-01,28,28,,,6,18.0,,,,,22,,,,2,4.0,,,,,,,,
1994-09-01,21,28,,,11,17.0,,,,,40,,,,11,6.0,,,,,,,,
1994-10-01,24,29,,,13,18.0,,,,,35,,,,12,4.0,,,,,,,,
1994-11-01,10,15,,,7,5.0,,,,,32,,,,11,5.0,,,,,,,,
1994-12-01,19,19,,,10,10.0,,,,,38,,,,15,4.0,,,,,,,,
1995-01-01,17,17,,,6,8.0,,,,,32,,,,13,9.0,,,,,,,,
1995-02-01,13,14,,,7,7.0,,,,,29,,,,11,7.0,,,,,,,,
1995-03-01,10,3,,,10,3.0,,,,,19,,,,7,0.0,,,,,,,,
1995-04-01,-10,-13,,,3,-1.0,,,,,31,,,,3,5.0,,,,,,,,
1995-05-01,-5,-3,,,2,0.0,,,,,31,,,,4,6.0,,,,,,,,
1995-06-01,-10,-16,,,1,-9.0,,,,,25,,,,8,3.0,,,,,,,,
1995-07-01,-7,-14,,,-6,-13.0,,,,,31,,,,8,4.0,,,,,,,,
1995-08-01,-3,-10,,,-5,-8.0,,,,,34,,,,6,10.0,,,,,,,,
1995-09-01,0,-7,,,-9,-8.0,,,,,40,,,,2,17.0,,,,,,,,
1995-10-01,-7,-9,,,-6,-8.0,,,,,30,,,,-5,11.0,,,,,,,,
1995-11-01,2,-4,,,-9,-3.0,,,,,35,,,,-2,9.0,,,,,,,,
1995-12-01,-8,-8,,,-9,-9.0,,,,,36,,,,2,4.0,,,,,,,,
1996-01-01,-10,-14,,,-5,-14.0,,,,,34,,,,3,9.0,,,,,,,,
1996-02-01,-2,-3,,,-8,-9.0,,,,,36,,,,4,15.0,,,,,,,,
1996-03-01,-31,-26,,,-8,-19.0,,,,,35,,,,7,13.0,,,,,,,,
1996-04-01,-5,0,,,-6,-5.0,,,,,35,,,,2,8.0,,,,,,,,
1996-05-01,8,7,,,-2,-3.0,,,,,34,,,,9,10.0,,,,,,,,
1996-06-01,6,6,,,-1,1.0,,,,,37,,,,1,7.0,,,,,,,,
1996-07-01,7,4,,1.0,2,1.0,,,,,34,,,,0,11.0,,,,,,,,
1996-08-01,6,9,,-6.0,2,0.0,,,,,30,,,,-1,-2.0,,,,,,,,
1996-09-01,-2,-4,,4.0,2,-6.0,,,,,33,,,,5,2.0,,,,,,,,
1996-10-01,4,1,,-4.0,0,0.0,,,,,34,,,,2,8.0,,,,,,,,
1996-11-01,2,7,,-1.0,7,-5.0,,,,,31,,,,13,11.0,,,,,,,,
1996-12-01,9,11,,-4.0,-2,-4.0,,,,,34,,,,7,12.0,,,,,,,,
1997-01-01,-2,9,,1.0,-4,-2.0,,,,,33,,,,6,10.0,,,,,,,,
1997-02-01,-5,-1,,-3.0,0,-1.0,,,,,44,,,,4,8.0,,,,,,,,
1997-03-01,16,17,,-1.0,-1,-2.0,,,,,40,,,,15,8.0,,,,,,,,
1997-04-01,12,18,,2.0,0,7.0,,,,,37,,,,7,14.0,,,,,,,,
1997-05-01,14,9,9.0,3.0,7,3.0,12.0,15.0,,,34,36.0,24.0,4.0,7,9.0,43.0,13.0,,,,,,-13.0
1997-06-01,10,16,3.0,5.0,3,5.0,11.0,23.0,0.97,1.35,41,48.0,24.0,-3.0,8,14.0,26.0,14.0,1.24,1.84,,,,-18.0
1997-07-01,1,9,2.0,4.0,1,-3.0,16.0,30.0,1.06,1.27,45,41.0,29.0,10.0,20,17.0,40.0,12.0,1.19,1.8,,,,-15.0
1997-08-01,4,6,0.0,4.0,3,-5.0,10.0,21.0,0.77,1.24,49,46.0,28.0,-5.0,10,17.0,28.0,19.0,1.31,2.04,,,,-18.0
1997-09-01,29,35,18.0,6.0,-1,3.0,21.0,28.0,0.86,1.18,36,31.0,18.0,4.0,8,13.0,40.0,21.0,1.3,1.6600000000000001,,,,-18.0
1997-10-01,17,20,10.0,9.0,0,6.0,19.0,24.0,0.76,1.06,43,41.0,28.0,7.0,11,13.0,40.0,22.0,1.27,1.69,,,,-19.0
1997-11-01,8,9,9.0,0.0,2,2.0,3.0,29.0,0.47000000000000003,1.52,34,33.0,25.0,5.0,9,5.0,41.0,17.0,1.3,2.31,,,,-11.0
1997-12-01,-2,-10,-3.0,-5.0,1,-2.0,5.0,24.0,-0.12,0.28,37,39.0,29.0,2.0,3,5.0,40.0,12.0,0.88,1.58,,,,-16.0
1998-01-01,21,23,3.0,3.0,5,3.0,9.0,21.0,0.45,0.8200000000000001,27,31.0,21.0,5.0,2,5.0,47.0,14.0,0.9500000000000001,1.53,,,,-13.0
1998-02-01,13,7,-2.0,3.0,6,8.0,16.0,25.0,0.38,0.79,32,39.0,24.0,8.0,-8,6.0,35.0,14.0,0.9,1.36,,,,-17.0
1998-03-01,-3,3,2.0,2.0,0,7.0,20.0,26.0,0.51,0.74,39,39.0,31.0,8.0,2,11.0,38.0,18.0,1.1400000000000001,1.41,,,,-14.0
1998-04-01,7,6,7.0,0.0,-5,-2.0,13.0,27.0,0.34,0.56,39,34.0,26.0,3.0,18,11.0,38.0,17.0,1.0,1.5,,,,-17.0
1998-05-01,-7,5,-4.0,0.0,-9,-2.0,7.0,32.0,0.09,0.51,42,32.0,21.0,1.0,11,12.0,34.0,7.0,0.8,1.34,,,,-21.0
1998-06-01,4,11,6.0,8.0,-2,8.0,14.0,37.0,-0.03,0.36,43,36.0,28.0,3.0,19,11.0,39.0,13.0,0.67,1.2,,,,-30.0
1998-07-01,12,17,2.0,0.0,-5,2.0,8.0,37.0,0.73,0.97,31,17.0,17.0,0.0,0,5.0,35.0,-9.0,1.03,1.53,,,,-21.0
1998-08-01,-1,13,4.0,-1.0,-5,-2.0,9.0,34.0,0.16,0.47000000000000003,32,19.0,22.0,0.0,5,9.0,36.0,4.0,0.89,1.49,,,,-22.0
1998-09-01,3,-1,-2.0,5.0,5,0.0,6.0,29.0,-0.32,0.44,29,26.0,17.0,2.0,-8,4.0,41.0,2.0,0.49,1.35,,,,-24.0
1998-10-01,1,6,3.0,-2.0,3,-5.0,10.0,32.0,-0.59,0.31,26,17.0,12.0,-6.0,-1,-2.0,41.0,17.0,0.27,0.81,,,,-21.0
1998-11-01,8,3,-3.0,6.0,-10,2.0,14.0,28.0,-0.08,0.79,34,27.0,20.0,5.0,-3,6.0,39.0,19.0,0.49,1.19,,,,-19.0
1998-12-01,19,11,7.0,7.0,7,10.0,13.0,13.0,0.42,1.26,22,26.0,21.0,-1.0,8,-6.0,52.0,12.0,1.6600000000000001,1.97,,,,-10.0
1999-01-01,4,-10,-4.0,-2.0,3,1.0,15.0,33.0,0.01,0.68,43,44.0,38.0,-1.0,11,11.0,34.0,21.0,0.7000000000000001,1.25,,,,-19.0
1999-02-01,-1,3,-2.0,1.0,-1,-3.0,8.0,25.0,-0.04,0.65,22,19.0,13.0,-5.0,7,0.0,31.0,4.0,0.77,1.09,,,,-19.0
1999-03-01,20,16,15.0,2.0,0,6.0,10.0,24.0,-0.16,0.19,34,25.0,16.0,-1.0,6,1.0,30.0,6.0,0.56,1.1400000000000001,,,,-17.0
1999-04-01,10,8,2.0,9.0,0,-2.0,16.0,21.0,0.12,0.8300000000000001,28,27.0,28.0,6.0,12,5.0,31.0,6.0,0.48,1.3800000000000001,,,,-18.0
1999-05-01,12,12,5.0,4.0,-4,0.0,12.0,21.0,-0.01,0.92,28,28.0,20.0,3.0,9,7.0,34.0,12.0,0.71,1.5,,,,-17.0
1999-06-01,17,9,5.0,0.0,-5,3.0,15.0,11.0,0.24,1.03,14,26.0,5.0,-2.0,12,-2.0,46.0,-8.0,1.0,1.72,,,,-4.0
1999-07-01,23,8,11.0,11.0,11,9.0,1.0,19.0,0.28,0.9,35,26.0,27.0,-2.0,10,8.0,43.0,15.0,0.7000000000000001,1.4000000000000001,,,,-31.0
1999-08-01,2,5,5.0,11.0,3,9.0,15.0,15.0,0.55,1.03,44,42.0,34.0,3.0,25,8.0,47.0,38.0,0.8200000000000001,1.61,,,,-5.0
1999-09-01,9,15,14.0,2.0,-1,12.0,14.0,8.0,0.45,1.27,40,35.0,36.0,-5.0,14,7.0,44.0,21.0,1.26,1.84,,,,-8.0
1999-10-01,13,11,2.0,1.0,9,1.0,12.0,20.0,0.45,1.43,38,36.0,26.0,-2.0,16,2.0,47.0,12.0,1.34,2.14,,,,-11.0
1999-11-01,18,21,13.0,3.0,7,19.0,9.0,17.0,0.75,1.31,31,27.0,22.0,-4.0,9,-3.0,41.0,7.0,1.23,2.46,,,,-12.0
1999-12-01,16,12,7.0,5.0,6,10.0,13.0,15.0,0.66,1.42,21,23.0,17.0,-2.0,7,-7.0,47.0,7.0,1.59,1.85,,,,-11.0
2000-01-01,12,10,6.0,4.0,7,8.0,14.0,33.0,0.3,1.1400000000000001,35,28.0,28.0,-1.0,13,2.0,50.0,9.0,0.5700000000000001,1.62,,,,-22.0
